StudentID,Cryogenic Physics,Evolutionary Dynamics,Dark Energy,Stellar Chemistry,Sublight Propulsion Systems,Transdimensional Navigation,Neural Computation,Plasma Physics,Crystalline Geology,Pulsar Spectroscopy,Propulsion Systems,Radiation Shielding,Atmospheric Chemistry,Warp Field Theory,Plasmawave Analysis,Exoplanet Climatology,Astrology,Magnetosphere Modeling,Graviton Dynamics,Xyloprax Computation,Mineral Extraction,Synthetic Atmospheres,Quantum Fluids,Nanostructures Fabrication,Photonic Computing,Orbital Mechanics,Neutrino Engineering,Astrogeophysics,Genomic Engineering,Particle Isolation,Nuclear Synthesis,Xenorobotics Systems,Cartographic Topologies,Exotic Matter,Plasma Containment,Bioluminal Signals
10,6.0,6.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,8.0,7.0,6.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0
11,8.0,8.0,9.0,8.0,10.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,10.0,6.0,9.0,8.0,8.0,9.0,8.0,8.0,10.0,6.0,6.0,8.0,9.0,7.0,9.0
12,6.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,6.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0
13,7.0,6.0,6.0,8.0,7.0,7.0,6.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,9.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,9.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0
14,6.0,8.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,9.0,9.0,8.0,6.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,8.0,6.0,8.0,6.0,7.0,8.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,7.0
15,7.0,7.0,7.0,9.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,7.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,7.0,9.0,8.0,9.0,10.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0,9.0,8.0,7.0
16,7.0,6.0,7.0,6.0,7.0,9.0,6.0,7.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0
17,7.0,7.0,8.0,9.0,8.0,7.0,9.0,8.0,8.0,10.0,10.0,9.0,7.0,8.0,9.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,10.0,9.0,7.0,7.0,6.0,8.0,8.0,8.0,9.0,9.0,7.0
18,7.0,6.0,6.0,9.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,7.0,8.0,8.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0
19,6.0,6.0,7.0,8.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,8.0,8.0,7.0,6.0,6.0,8.0,6.0,6.0,7.0,7.0,6.0,7.0
20,7.0,7.0,7.0,8.0,7.0,7.0,9.0,7.0,7.0,10.0,9.0,8.0,6.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,9.0,8.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,8.0,7.0
21,7.0,6.0,7.0,9.0,9.0,8.0,6.0,7.0,6.0,6.0,6.0,7.0,8.0,8.0,7.0,8.0,6.0,7.0,8.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,6.0,8.0
22,6.0,8.0,7.0,8.0,6.0,7.0,8.0,8.0,7.0,9.0,9.0,8.0,6.0,7.0,8.0,7.0,6.0,7.0,9.0,7.0,7.0,7.0,10.0,7.0,8.0,9.0,7.0,6.0,6.0,6.0,8.0,9.0,7.0,8.0,8.0,6.0
23,6.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0,6.0,9.0,9.0,8.0,6.0,8.0,6.0,7.0,7.0,7.0,9.0,8.0,8.0,7.0,7.0,7.0,6.0,7.0,8.0,6.0,7.0,6.0,7.0,8.0,8.0,8.0,7.0,6.0
24,9.0,6.0,6.0,8.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0
25,8.0,7.0,8.0,9.0,10.0,9.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,9.0,6.0,8.0,9.0,8.0,9.0,8.0,7.0,9.0,6.0,6.0,7.0,8.0,6.0,9.0
26,7.0,7.0,7.0,9.0,8.0,9.0,7.0,8.0,8.0,7.0,6.0,7.0,8.0,8.0,7.0,8.0,6.0,8.0,9.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,9.0,7.0,8.0,8.0,6.0,6.0,7.0
27,6.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,9.0,8.0,8.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0
28,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0
29,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,8.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,6.0,6.0
30,7.0,6.0,6.0,7.0,8.0,6.0,8.0,7.0,6.0,8.0,9.0,7.0,7.0,6.0,8.0,8.0,6.0,6.0,6.0,8.0,6.0,7.0,7.0,7.0,7.0,9.0,8.0,7.0,6.0,7.0,7.0,6.0,6.0,9.0,7.0,8.0
31,8.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,7.0,6.0,9.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,8.0,6.0,8.0,8.0,6.0,7.0,7.0,9.0
32,6.0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,8.0,9.0,6.0,7.0,7.0,9.0,7.0,7.0,6.0,9.0,6.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0
33,6.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0
34,7.0,8.0,7.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,7.0,8.0,7.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0
35,6.0,6.0,7.0,8.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,6.0,6.0,6.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0
36,7.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,10.0,8.0,8.0,9.0,8.0,8.0,6.0,8.0,7.0,6.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0
37,7.0,8.0,6.0,8.0,9.0,8.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,9.0,8.0,8.0,6.0,7.0,9.0,8.0,7.0,9.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,10.0,6.0,6.0,9.0,7.0,7.0,8.0
38,7.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,9.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,9.0,7.0,8.0,6.0,7.0,8.0,6.0,8.0,9.0,6.0,7.0,8.0,8.0,7.0,7.0
39,6.0,9.0,7.0,7.0,8.0,7.0,7.0,7.0,6.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0
40,9.0,10.0,9.0,10.0,9.0,10.0,8.0,8.0,9.0,8.0,7.0,8.0,8.0,10.0,8.0,8.0,8.0,9.0,10.0,8.0,8.0,10.0,8.0,8.0,8.0,9.0,8.0,7.0,9.0,10.0,8.0,9.0,9.0,7.0,7.0,7.0
41,8.0,6.0,7.0,9.0,6.0,8.0,6.0,8.0,8.0,7.0,7.0,6.0,8.0,7.0,6.0,6.0,7.0,7.0,9.0,6.0,7.0,8.0,8.0,6.0,7.0,8.0,7.0,6.0,7.0,8.0,7.0,8.0,7.0,6.0,6.0,6.0
42,8.0,7.0,7.0,8.0,8.0,8.0,6.0,7.0,7.0,10.0,6.0,6.0,8.0,8.0,7.0,8.0,7.0,8.0,9.0,6.0,7.0,9.0,6.0,7.0,7.0,8.0,7.0,6.0,7.0,10.0,8.0,6.0,8.0,6.0,8.0,8.0
43,7.0,7.0,7.0,9.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,6.0,7.0,8.0,6.0,7.0,6.0,7.0,9.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,9.0,6.0,7.0,7.0,6.0,6.0,6.0
44,9.0,8.0,8.0,10.0,10.0,9.0,7.0,8.0,8.0,6.0,6.0,7.0,8.0,9.0,7.0,8.0,7.0,9.0,9.0,8.0,8.0,9.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,10.0,6.0,6.0,9.0,7.0,6.0,8.0
45,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
46,7.0,8.0,9.0,7.0,9.0,7.0,8.0,7.0,6.0,8.0,9.0,9.0,6.0,8.0,8.0,8.0,7.0,7.0,8.0,9.0,8.0,7.0,6.0,9.0,7.0,8.0,9.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0
47,7.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,9.0,10.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,7.0,6.0,8.0,8.0,8.0,9.0,9.0,7.0,8.0,6.0
48,8.0,6.0,6.0,6.0,7.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0
49,6.0,7.0,6.0,8.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,7.0,8.0,6.0,6.0,7.0,9.0,7.0,9.0,9.0,8.0,7.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0
50,6.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,7.0,6.0,7.0,8.0,8.0,6.0,7.0,7.0,6.0,6.0
51,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,6.0,7.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,6.0,6.0
52,6.0,7.0,7.0,8.0,9.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,7.0,6.0,7.0,8.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,8.0,6.0,7.0,9.0,7.0,6.0,8.0,7.0,6.0,7.0
53,7.0,6.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,6.0,7.0,8.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0
54,7.0,7.0,6.0,8.0,8.0,6.0,8.0,7.0,6.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,8.0,9.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0
55,8.0,8.0,9.0,9.0,8.0,9.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,9.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,9.0,6.0,7.0,6.0,6.0,8.0,6.0,8.0,8.0,6.0,6.0,8.0,6.0,6.0,7.0
56,7.0,6.0,8.0,9.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,6.0,7.0,7.0,7.0,8.0,7.0,6.0
57,8.0,6.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,10.0,9.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,9.0,10.0,7.0,6.0,6.0,8.0,7.0,7.0,9.0,7.0,7.0
58,6.0,6.0,7.0,7.0,8.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,6.0,7.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,8.0,9.0,6.0,8.0,6.0,6.0,7.0,6.0,8.0,8.0,8.0,6.0,7.0,7.0,6.0
59,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
60,7.0,7.0,8.0,6.0,10.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,9.0,7.0,6.0,6.0,8.0,7.0,7.0,9.0,6.0,9.0,7.0,8.0,6.0,8.0
61,6.0,6.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,6.0,8.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,6.0,6.0,6.0
62,8.0,6.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,7.0,8.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,7.0,7.0,6.0,8.0,9.0,6.0,8.0,7.0,6.0,7.0,8.0,7.0,7.0,8.0
63,7.0,7.0,7.0,9.0,8.0,7.0,8.0,7.0,7.0,9.0,9.0,8.0,8.0,7.0,9.0,9.0,6.0,6.0,7.0,8.0,6.0,7.0,8.0,8.0,8.0,9.0,9.0,7.0,6.0,8.0,8.0,7.0,8.0,9.0,7.0,8.0
64,6.0,8.0,6.0,6.0,8.0,9.0,6.0,7.0,8.0,8.0,7.0,6.0,7.0,9.0,6.0,6.0,8.0,7.0,10.0,6.0,8.0,8.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,8.0,6.0,7.0,7.0,7.0,6.0,6.0
65,7.0,6.0,7.0,8.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,6.0,7.0,7.0,7.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0
66,7.0,6.0,8.0,9.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,6.0,8.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0
67,8.0,8.0,8.0,9.0,10.0,10.0,7.0,8.0,8.0,7.0,6.0,7.0,8.0,9.0,7.0,7.0,7.0,9.0,10.0,8.0,8.0,10.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,10.0,7.0,7.0,9.0,6.0,6.0,8.0
68,6.0,7.0,7.0,8.0,8.0,8.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,6.0,7.0,8.0,7.0,6.0,8.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0
69,7.0,8.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0,8.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0
70,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0
71,6.0,6.0,6.0,8.0,6.0,6.0,7.0,7.0,6.0,8.0,8.0,7.0,6.0,7.0,8.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,7.0,8.0,9.0,7.0,6.0,6.0,6.0,8.0,7.0,7.0,8.0,7.0,6.0
72,9.0,7.0,9.0,9.0,10.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,9.0,8.0,8.0,7.0,8.0,9.0,9.0,9.0,9.0,6.0,8.0,8.0,8.0,9.0,7.0,8.0,10.0,6.0,6.0,8.0,8.0,7.0,9.0
73,6.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,9.0,8.0,7.0,7.0,8.0,9.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,6.0,8.0,8.0,7.0,9.0,7.0,7.0
74,6.0,7.0,8.0,6.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,8.0,6.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0
75,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
76,9.0,6.0,9.0,10.0,6.0,9.0,8.0,9.0,8.0,9.0,9.0,9.0,8.0,6.0,9.0,6.0,8.0,8.0,6.0,6.0,9.0,6.0,8.0,9.0,9.0,10.0,9.0,8.0,8.0,6.0,8.0,9.0,6.0,8.0,8.0,8.0
77,8.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,8.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0
78,9.0,7.0,8.0,10.0,8.0,9.0,8.0,8.0,9.0,8.0,7.0,8.0,9.0,8.0,7.0,7.0,6.0,8.0,9.0,6.0,8.0,9.0,9.0,7.0,8.0,9.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0
79,6.0,7.0,6.0,8.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,9.0,7.0,7.0,6.0,8.0,7.0,8.0,9.0,6.0,6.0,6.0,7.0,8.0,9.0,8.0,7.0,7.0,6.0
80,7.0,6.0,7.0,8.0,8.0,6.0,8.0,7.0,6.0,7.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,8.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0
81,8.0,8.0,9.0,9.0,9.0,9.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,7.0,9.0,10.0,9.0,9.0,10.0,7.0,8.0,8.0,8.0,8.0,7.0,9.0,10.0,7.0,8.0,9.0,7.0,7.0,8.0
82,8.0,8.0,7.0,9.0,9.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,9.0,8.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,9.0,9.0,7.0,7.0,9.0,7.0,8.0,8.0,8.0,6.0,8.0
83,9.0,8.0,8.0,10.0,9.0,9.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,10.0,9.0,6.0,8.0,9.0,8.0,6.0,9.0,8.0,8.0,9.0,10.0,9.0,9.0,8.0,10.0,7.0,8.0,9.0,8.0,7.0,9.0
84,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0
85,8.0,8.0,8.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,6.0,8.0,9.0,8.0,8.0,8.0,7.0,7.0,8.0,9.0,8.0,7.0,7.0,9.0,7.0,8.0,9.0,7.0,7.0,8.0
86,7.0,6.0,7.0,9.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,9.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0
87,7.0,6.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0
88,6.0,6.0,6.0,8.0,8.0,7.0,6.0,6.0,7.0,8.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,6.0,7.0,7.0,7.0
89,8.0,6.0,6.0,6.0,7.0,8.0,9.0,8.0,8.0,9.0,6.0,8.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,7.0,6.0,7.0,6.0
90,7.0,6.0,8.0,9.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0
