StudentID,Cryogenic Physics,Evolutionary Dynamics,Dark Energy,Stellar Chemistry,Sublight Propulsion Systems,Transdimensional Navigation,Neural Computation,Plasma Physics,Crystalline Geology,Pulsar Spectroscopy,Propulsion Systems,Radiation Shielding,Atmospheric Chemistry,Warp Field Theory,Plasmawave Analysis,Exoplanet Climatology,Astrology,Magnetosphere Modeling,Graviton Dynamics,Xyloprax Computation,Mineral Extraction,Synthetic Atmospheres,Quantum Fluids,Nanostructures Fabrication,Photonic Computing,Orbital Mechanics,Neutrino Engineering,Astrogeophysics,Genomic Engineering,Particle Isolation,Nuclear Synthesis,Xenorobotics Systems,Cartographic Topologies,Exotic Matter,Plasma Containment,Bioluminal Signals
57,8,6,8,9,7,7,9,8,8,10,9,6,8,7,8,8,7,7,8,8,8,7,8,8,7,9,10,6,6,6,8,7,7,9,7,7
58,6,6,7,7,8,8,7,6,6,8,7,6,6,7,8,6,6,6,7,7,6,8,9,6,8,6,6,6,6,8,8,8,6,7,7,6
59,6,6,7,7,7,6,6,6,7,6,6,6,6,6,7,7,6,6,7,6,6,6,7,7,8,9,7,6,6,7,7,7,7,7,7,6
60,7,7,8,6,10,7,7,7,6,7,7,7,7,8,6,7,7,7,8,9,8,8,9,7,6,6,8,7,7,9,6,9,7,8,6,8
61,6,6,6,8,7,7,7,7,7,8,7,7,7,6,6,6,6,6,8,6,7,6,8,6,7,8,6,6,6,6,7,8,7,6,6,6
62,8,6,9,9,9,9,9,8,8,8,9,7,8,8,6,7,7,7,8,8,9,9,7,7,6,8,9,8,8,7,6,7,8,7,7,8
63,7,7,7,9,8,7,8,7,7,9,9,8,8,7,9,9,6,6,7,8,6,7,8,8,8,9,9,6,6,8,8,7,8,9,7,8
64,6,8,6,6,8,9,6,7,8,8,7,6,7,9,6,6,8,7,10,6,8,8,7,6,6,6,7,8,8,8,6,7,7,7,6,6
65,7,6,7,8,8,7,7,7,6,7,7,7,8,7,7,7,6,6,6,7,6,8,6,7,7,7,8,6,6,8,6,6,6,7,6,7
66,7,6,8,9,7,7,8,8,7,8,8,7,7,6,6,6,7,6,8,7,8,8,7,6,6,8,8,7,7,6,6,6,6,7,6,7
67,8,8,8,9,10,10,7,8,8,7,6,7,8,9,7,7,7,9,10,8,8,10,7,7,7,7,8,8,8,10,7,7,9,6,6,8
68,6,7,7,8,8,8,6,7,6,7,7,7,6,8,7,7,6,7,8,7,6,8,7,7,6,7,7,7,7,8,6,7,7,6,6,6
69,7,8,6,8,7,7,6,6,6,7,6,6,8,6,7,7,7,6,6,7,8,7,6,6,7,8,8,6,6,7,6,6,6,6,7,7
70,6,7,6,6,6,7,6,6,6,6,6,6,6,7,6,6,6,6,8,6,6,6,6,6,6,7,6,6,6,7,6,7,7,6,6,7
71,6,6,6,8,6,6,7,7,6,8,8,7,6,7,8,8,6,6,7,6,6,6,8,7,8,9,7,6,6,6,8,7,7,8,7,6
72,9,7,9,9,10,8,8,8,7,7,8,8,8,9,8,8,7,8,9,9,9,9,6,8,8,8,9,8,8,10,6,6,8,8,7,9
73,6,8,8,8,8,7,8,7,7,9,9,8,7,7,9,8,7,7,8,9,7,7,8,8,8,9,9,7,7,6,8,8,7,9,7,7
74,6,7,8,6,8,7,7,6,6,7,8,8,6,8,7,7,7,7,8,8,8,7,6,7,6,7,7,6,6,7,6,6,7,7,6,6
75,7,7,7,8,7,7,7,7,7,7,7,7,6,7,7,7,6,6,7,7,6,8,7,7,7,8,8,6,6,7,7,7,7,7,6,6
76,9,6,9,10,6,9,8,9,8,9,9,9,8,6,9,6,8,8,6,6,9,6,8,9,9,10,9,8,8,6,8,9,6,8,8,8
77,8,7,7,6,8,6,6,6,8,6,6,7,7,7,6,7,6,6,7,8,6,6,6,7,6,6,6,6,6,7,6,6,7,7,6,6
78,9,7,8,10,8,9,8,8,9,8,7,8,9,8,7,7,6,8,9,6,8,9,9,7,8,9,8,7,8,8,7,8,8,7,7,8
79,6,7,6,8,6,7,6,7,7,8,7,7,6,7,7,7,6,7,9,7,7,6,8,7,8,9,6,6,6,7,8,9,8,7,7,6
80,7,6,7,8,8,6,8,7,6,7,8,6,7,7,7,7,7,6,6,7,6,7,6,6,7,8,9,6,6,6,6,6,6,8,6,7
81,8,8,9,9,9,9,7,8,8,7,7,8,8,9,8,8,7,9,10,9,9,10,7,8,8,8,8,7,9,10,7,8,9,7,7,8
82,8,8,7,9,9,8,7,8,7,7,7,7,9,8,8,8,6,7,8,7,7,8,7,8,8,9,9,7,7,9,7,8,8,8,6,8
83,9,8,8,10,9,9,7,8,8,7,7,8,8,9,10,9,6,8,9,8,6,9,8,8,9,10,9,9,8,10,7,8,9,8,7,9
84,7,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,7,8,6,6,7,6,6,7
85,8,8,8,10,8,9,8,8,8,8,7,8,8,8,7,8,6,8,9,8,8,8,7,7,8,9,8,7,7,9,7,8,9,7,7,8
86,7,6,7,9,7,8,7,7,8,7,7,7,7,7,6,6,6,6,9,7,7,8,7,7,6,7,7,6,7,7,6,7,7,6,6,6
87,7,6,8,8,8,7,8,7,7,8,8,7,6,7,6,7,7,7,8,8,8,7,7,6,6,6,8,6,6,6,6,7,7,7,6,6
88,6,6,6,8,8,7,6,6,7,8,7,7,7,6,7,6,6,7,8,6,7,7,8,6,6,8,7,7,6,6,7,8,6,7,7,7
89,8,6,6,6,7,8,9,8,8,9,6,8,8,6,6,6,7,7,6,6,7,6,8,6,6,6,7,6,7,6,8,7,7,6,7,6
90,7,6,8,9,7,8,8,7,7,8,8,7,7,7,6,6,6,6,7,6,7,7,6,6,6,8,8,6,6,6,6,6,6,8,6,7
91,7,6,6,6,6,6,7,7,8,6,7,6,8,6,6,6,7,6,7,6,6,6,6,6,6,6,8,6,6,7,6,6,6,6,6,6
92,7,7,7,7,7,7,7,7,6,8,7,7,6,7,6,6,7,6,8,8,7,7,6,7,6,6,6,6,6,6,8,6,6,7,7,6
93,6,7,7,7,7,7,6,6,6,6,6,6,6,6,7,6,6,6,7,7,6,7,8,6,6,6,6,6,6,7,7,8,6,6,6,6
94,7,7,7,7,8,7,7,6,6,8,8,8,6,7,8,8,6,6,8,8,7,7,8,8,7,9,8,7,6,7,8,7,8,8,7,6
95,6,8,6,6,7,7,7,6,8,7,6,7,6,7,7,7,6,7,7,7,6,7,6,7,6,7,6,6,6,8,6,7,8,6,6,6
96,6,6,7,6,8,6,7,6,6,6,6,6,6,7,7,7,7,6,7,8,7,7,7,7,6,7,7,6,6,7,6,8,6,7,6,6
97,6,6,6,7,6,7,8,6,6,10,10,8,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,8,8,8,6,9,8,6
98,6,7,7,7,6,7,6,7,7,8,7,7,6,8,7,7,6,7,9,6,7,7,8,7,6,8,7,6,6,7,7,9,7,7,6,7
99,6,6,6,7,6,6,6,6,6,7,7,6,7,6,7,7,8,6,6,6,9,6,7,6,7,8,7,6,8,7,6,6,6,7,6,6
100,6,6,6,7,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,7,7,7,6,6,6,6
101,6,8,6,7,6,7,6,6,6,6,6,7,6,7,6,6,6,7,8,7,7,7,7,7,7,7,6,6,6,7,6,8,7,6,6,6
102,7,6,9,8,8,8,7,6,7,7,8,7,6,8,9,6,7,6,8,8,8,8,6,7,6,6,7,6,7,7,8,6,7,6,6,6
103,6,7,8,7,8,7,8,7,6,8,8,8,6,7,6,6,8,6,8,9,8,7,6,7,6,6,8,6,7,6,6,6,7,8,6,6
104,7,7,7,9,6,8,8,8,8,9,9,8,8,8,8,8,6,7,8,7,7,8,10,8,9,10,9,7,7,7,8,9,8,8,8,7
105,8,8,9,9,10,8,9,8,8,8,9,9,8,8,8,8,7,8,9,9,8,9,7,8,8,9,10,8,8,9,7,8,8,8,7,8
106,7,6,6,7,7,7,6,6,6,6,6,6,7,7,7,7,7,6,6,6,6,7,6,6,7,7,8,6,6,8,6,6,6,7,7,7
107,8,9,9,10,9,10,9,9,9,9,9,9,9,9,8,8,8,8,10,9,9,9,9,9,9,9,9,8,8,9,9,10,9,9,8,8
108,9,6,7,8,6,7,7,6,6,7,7,7,6,6,6,6,6,6,8,6,6,7,7,7,6,7,6,7,6,6,7,8,7,7,6,8
109,6,6,6,6,8,7,6,6,6,6,6,6,7,7,6,6,6,6,7,7,7,7,8,6,8,10,6,7,6,7,8,7,7,6,7,6
110,8,8,10,9,10,9,7,8,7,8,8,7,8,9,7,7,8,8,9,9,9,9,6,7,6,7,9,6,9,9,6,7,8,7,7,8
111,7,6,6,9,6,7,7,7,7,8,8,7,7,7,7,8,6,7,8,6,6,7,8,6,8,9,7,6,6,7,7,8,7,7,6,7
112,8,7,8,10,8,9,8,9,9,9,9,9,9,8,9,8,6,8,9,7,7,8,10,8,9,10,9,8,8,9,9,9,8,9,8,8
113,6,7,7,9,6,7,8,7,6,8,8,7,6,7,7,6,6,6,9,7,7,7,7,7,6,7,7,6,6,6,7,7,7,7,7,6
114,6,7,6,6,7,7,6,6,7,6,6,6,6,7,6,6,6,7,6,6,6,7,6,6,6,6,6,6,6,8,6,6,6,6,6,6
115,6,6,6,7,7,6,6,6,6,7,6,6,6,6,6,6,6,6,6,8,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6
116,6,6,7,7,7,8,6,7,6,6,8,6,6,7,8,8,6,7,9,6,7,8,10,6,9,6,6,8,6,7,8,6,7,8,8,6
117,8,6,7,9,7,8,8,8,8,9,8,8,8,8,8,9,6,8,8,7,7,8,9,7,8,10,9,7,6,9,8,9,7,8,8,7
118,6,6,6,6,7,7,6,6,6,7,8,6,6,6,7,7,6,6,6,7,6,6,7,6,6,6,6,6,6,6,6,6,6,8,6,6
119,6,7,8,7,9,7,7,6,7,7,7,8,6,7,7,7,6,7,8,8,7,7,6,7,7,6,7,6,6,7,6,7,8,8,6,6
120,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,7,6,7,6,6,6,6,6,6,6
121,6,6,6,7,7,7,8,7,6,9,9,6,7,6,6,6,8,7,6,7,9,6,7,6,6,7,6,6,7,7,7,8,6,6,8,6
122,7,6,7,8,8,6,7,6,6,7,8,7,7,6,8,8,6,8,6,7,6,7,6,6,7,8,9,7,6,6,6,10,6,8,6,7
123,9,8,9,10,10,9,10,10,9,10,10,9,9,9,8,9,7,8,10,9,9,8,9,8,9,10,10,8,8,9,8,9,9,9,8,8
124,7,9,9,9,8,9,10,8,8,10,10,9,7,9,8,8,9,8,9,10,10,8,8,8,7,8,9,6,8,8,8,8,8,9,8,7
125,6,7,6,7,8,6,6,6,7,6,7,6,6,6,6,8,6,6,6,7,6,6,6,6,6,6,8,6,6,6,6,6,6,7,6,7
126,6,7,7,7,9,6,8,7,6,8,9,8,6,8,9,9,7,6,7,9,6,7,7,8,8,9,9,8,7,7,7,7,8,9,7,7
127,8,7,6,6,6,6,8,8,9,6,6,6,8,8,6,6,6,8,6,6,8,6,9,7,6,6,6,6,7,6,7,8,6,6,6,6
128,6,6,7,7,7,7,7,7,6,7,7,7,6,7,7,7,6,7,7,6,7,8,6,7,6,8,7,6,7,7,6,6,8,7,6,6
129,6,6,6,8,6,6,6,6,6,6,6,6,6,6,7,7,6,7,6,6,6,6,8,7,7,9,6,6,7,6,7,7,7,6,7,6
130,7,8,8,8,9,7,8,8,7,8,8,8,7,9,7,7,8,8,9,8,9,9,7,8,7,7,8,7,7,8,7,7,8,9,7,7
131,7,6,7,9,7,7,8,7,7,9,9,6,7,7,6,7,6,6,7,6,6,7,7,6,7,8,8,6,6,6,6,7,6,7,6,7
132,6,7,7,7,6,8,7,6,6,7,7,8,6,7,6,6,6,7,9,8,7,7,7,7,6,7,6,6,6,6,6,8,7,6,6,6
133,7,6,7,7,9,7,6,7,6,7,7,6,6,8,6,7,6,6,8,7,6,8,7,6,6,6,7,6,6,9,8,8,7,6,8,7
134,7,7,8,9,7,9,7,8,8,6,6,6,8,8,6,6,6,8,10,6,8,9,7,6,6,7,7,6,7,8,6,7,8,6,6,7
135,9,9,9,10,8,10,9,9,9,9,9,9,9,9,8,8,9,9,10,8,9,9,10,9,9,10,9,7,9,10,9,10,10,8,8,7
136,8,7,8,9,8,9,9,8,8,9,9,8,8,8,7,7,7,8,9,7,8,8,8,7,7,8,8,7,8,8,7,8,8,7,7,7
137,7,7,7,8,9,8,7,7,7,6,6,7,7,8,7,7,6,7,8,7,7,9,6,7,7,7,9,6,8,9,6,6,8,7,6,8
138,9,9,10,10,10,10,8,9,8,8,8,8,9,10,8,8,8,10,10,9,9,10,8,8,8,8,9,8,9,10,8,8,10,8,7,9
139,6,6,6,7,8,7,6,6,7,8,7,7,7,6,6,6,7,7,8,6,6,6,8,6,7,7,6,6,6,6,7,9,6,6,6,6
140,9,8,8,10,8,9,7,8,9,7,7,7,8,9,7,8,6,8,10,7,7,9,8,8,8,9,8,7,8,9,7,8,9,7,7,8
141,7,7,7,9,7,8,7,8,7,8,7,7,9,8,8,8,6,7,8,6,6,8,9,7,9,9,9,7,6,8,8,8,8,7,7,6
142,6,8,7,7,8,7,7,7,6,8,8,8,6,8,7,7,7,7,8,8,8,7,8,7,7,8,6,7,6,8,6,8,8,8,7,6
143,7,6,7,7,7,6,7,7,7,7,8,6,7,7,8,7,6,6,7,7,7,7,7,7,7,8,8,6,6,8,6,6,7,7,6,6
144,9,8,8,10,8,10,10,10,10,10,9,8,10,9,8,8,7,9,10,8,8,10,10,8,10,10,10,8,8,9,9,10,9,8,8,8
145,6,7,6,7,7,6,7,6,6,7,6,6,6,6,6,6,6,7,8,8,6,6,6,7,6,6,7,7,6,6,6,6,8,6,6,7
146,6,7,6,7,7,7,6,7,6,7,6,6,7,7,8,8,7,6,6,6,6,7,7,7,8,9,8,6,6,7,7,7,7,8,6,6
147,6,6,6,6,6,6,7,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,8,6,6,6,6,6,7,6,6,6,6,6
148,6,7,7,7,9,6,8,7,6,9,9,8,7,7,9,9,7,7,7,9,6,6,8,8,8,9,9,7,6,7,7,7,7,10,8,7
149,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,7,6,6,6,7,6,6,6,7,8,6,7,6,8,6
150,8,8,8,8,10,9,7,7,6,7,7,7,7,9,7,8,7,8,9,8,8,9,6,8,7,7,9,8,7,10,6,6,8,8,7,8
151,6,8,6,7,6,6,7,6,6,6,6,7,7,6,7,6,7,8,6,8,7,6,6,6,7,8,7,6,8,6,6,6,6,6,6,6
152,7,6,7,7,8,7,6,6,6,6,6,6,6,7,6,7,7,6,7,7,6,7,6,6,6,6,7,6,6,8,6,6,6,6,6,6
153,6,6,7,9,6,7,9,7,7,9,10,7,7,7,8,7,7,6,8,7,7,6,9,7,7,9,8,6,7,7,8,8,7,9,8,6
154,6,6,6,6,8,7,6,6,7,6,6,6,6,7,6,6,6,7,7,6,6,8,6,6,6,6,6,6,6,9,6,6,7,6,6,6
155,6,7,6,7,6,7,6,6,6,6,6,7,6,7,6,6,6,6,8,6,6,6,7,6,6,7,6,6,6,7,6,7,7,6,6,6
156,7,8,7,8,8,8,8,8,8,10,8,8,7,8,8,8,7,8,9,7,8,8,9,8,8,9,8,7,7,7,8,9,8,8,7,6
157,6,6,6,7,7,6,6,6,7,7,7,6,7,6,6,6,6,6,6,6,6,6,7,6,7,8,7,6,6,6,6,6,6,6,6,6
158,6,7,6,7,7,6,6,6,6,6,6,6,6,6,7,8,6,6,6,7,6,6,6,7,7,7,6,6,6,6,6,6,6,8,7,7
159,7,8,9,9,8,9,8,8,7,9,8,8,7,8,7,7,8,8,10,9,8,8,8,8,7,8,8,6,8,8,7,8,8,8,7,6
160,6,8,6,7,8,7,6,6,6,7,6,8,6,7,7,7,6,7,8,7,6,6,7,8,8,9,7,7,6,8,7,7,8,7,7,6
161,6,6,6,7,7,6,6,6,6,6,6,6,6,7,7,8,6,6,7,6,6,7,6,7,7,7,7,6,6,8,6,6,7,6,6,7
162,7,6,8,9,8,7,9,8,8,9,9,8,8,8,8,8,7,7,8,7,8,8,8,7,7,9,8,6,7,7,7,8,7,8,7,7
163,6,7,7,8,7,7,8,7,7,8,9,7,6,7,6,6,7,6,8,8,8,7,7,6,6,7,7,6,6,6,7,7,7,7,6,6
164,7,6,6,6,6,8,7,7,7,7,8,6,8,7,7,7,7,7,8,6,6,7,6,6,7,8,7,6,6,8,6,7,6,8,6,6
165,6,6,6,6,7,6,6,6,6,8,7,7,6,6,7,7,6,8,6,6,6,6,7,6,7,8,6,8,6,6,7,7,6,8,7,6
166,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,6,7,8,8,6,7,6,7,7,6,6,6,7,6,6,6,6,6,6
167,8,9,8,9,7,9,8,8,9,10,9,9,8,9,8,8,7,8,10,8,8,8,10,8,9,10,8,7,8,9,9,10,10,9,8,6
168,7,6,8,6,6,7,7,7,7,7,7,6,6,6,9,6,7,6,7,7,8,6,6,6,6,6,7,6,7,7,8,6,6,6,6,7
169,7,6,6,9,7,7,6,6,6,6,6,6,7,7,7,7,6,6,8,6,6,7,7,7,8,8,7,6,6,7,6,6,6,6,6,6
170,7,6,6,10,6,8,8,7,8,7,8,6,7,7,7,6,7,7,8,6,6,7,9,7,7,9,7,6,6,7,7,7,7,7,6,6
171,6,6,7,7,8,7,7,6,6,7,8,6,6,7,7,6,6,6,7,7,7,7,6,6,6,7,8,6,6,6,7,6,6,7,6,6
172,7,7,7,9,8,7,7,8,7,8,9,7,8,7,9,9,6,7,8,7,6,8,8,8,9,10,9,8,6,8,8,7,7,8,7,7
173,7,7,6,8,8,7,7,6,6,9,9,6,7,7,6,7,6,7,7,6,8,8,6,7,7,7,7,7,6,9,6,6,7,6,7,7
174,6,6,6,8,7,8,7,6,7,8,7,6,6,8,8,6,7,7,9,6,7,8,6,6,6,6,6,6,6,9,7,6,7,8,8,6
175,6,6,6,7,7,6,7,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,7,6,6,6,7,6,6,6,6,6,6,6,6,6
176,8,7,7,6,7,6,6,9,9,6,6,7,6,7,6,6,6,6,7,7,6,6,9,7,6,6,6,7,6,6,8,8,6,6,7,6
177,8,6,9,10,6,8,10,9,9,10,10,9,8,8,6,6,9,7,6,6,9,8,10,6,8,6,10,7,7,6,9,9,6,10,8,8
178,8,6,9,10,8,8,10,8,8,9,9,8,8,8,7,7,7,7,9,8,8,8,8,7,7,9,9,7,8,8,7,8,7,8,7,7
